Country,date,new_subscribers,dau
Congo,2023-08-22,0.0,4.0
"Congo, The Democratic Republic of the",2023-08-22,0.0,52.0
Croatia,2023-08-22,0.0,1.0
Cuba,2023-08-22,0.0,10.0
Curaçao,2023-08-22,0.0,2.0
Czechia,2023-08-22,0.0,3.0
Côte d'Ivoire,2023-08-22,0.0,19.0
Denmark,2023-08-22,0.0,1.0
Djibouti,2023-08-22,0.0,3.0
Ecuador,2023-08-22,0.0,593.0
Egypt,2023-08-22,0.0,21.0
El Salvador,2023-08-22,0.0,101.0
Equatorial Guinea,2023-08-22,0.0,4.0
Eritrea,2023-08-22,0.0,1.0
Error: 'NoneType' object has no attribute 'name',2023-08-22,0.0,3.0
Error: (0) Could not interpret numbers after plus-sign.,2023-08-22,0.0,22.0
Eswatini,2023-08-22,0.0,1.0
Ethiopia,2023-08-22,0.0,1.0
Fiji,2023-08-22,0.0,2.0
France,2023-08-22,0.0,31.0
French Guiana,2023-08-22,0.0,1.0
Gabon,2023-08-22,0.0,5.0
Georgia,2023-08-22,0.0,1.0
Germany,2023-08-22,0.0,57.0
Greece,2023-08-22,0.0,6.0
Guadeloupe,2023-08-22,0.0,2.0
Guatemala,2023-08-22,0.0,92.0
Guyana,2023-08-22,0.0,3.0
Haiti,2023-08-22,0.0,7.0
Honduras,2023-08-22,0.0,98.0
Hungary,2023-08-22,0.0,5.0
India,2023-08-22,0.0,7.0
Indonesia,2023-08-22,0.0,20.0
"Iran, Islamic Republic of",2023-08-22,0.0,3.0
Ireland,2023-08-22,0.0,7.0
Israel,2023-08-22,0.0,75.0
Italy,2023-08-22,0.0,69.0
Japan,2023-08-22,0.0,4.0
Kazakhstan,2023-08-22,0.0,2.0
"Korea, Republic of",2023-08-22,0.0,3.0
Kuwait,2023-08-22,0.0,1.0
Lebanon,2023-08-22,0.0,1.0
Liechtenstein,2023-08-22,0.0,1.0
Madagascar,2023-08-22,0.0,1.0
Malaysia,2023-08-22,0.0,29.0
Mali,2023-08-22,0.0,5.0
Malta,2023-08-22,0.0,1.0
Martinique,2023-08-22,0.0,1.0
Monaco,2023-08-22,0.0,1.0
Morocco,2023-08-22,0.0,1190.0
Mozambique,2023-08-22,0.0,4.0
Myanmar,2023-08-22,0.0,2.0
Netherlands,2023-08-22,0.0,10.0
New Caledonia,2023-08-22,0.0,1.0
New Zealand,2023-08-22,0.0,16.0
Nicaragua,2023-08-22,0.0,67.0
Niger,2023-08-22,0.0,2.0
Nigeria,2023-08-22,0.0,4.0
Norway,2023-08-22,0.0,2.0
Oman,2023-08-22,0.0,1.0
Pakistan,2023-08-22,0.0,6.0
Panama,2023-08-22,0.0,212.0
Paraguay,2023-08-22,0.0,1108.0
Philippines,2023-08-22,0.0,12.0
Poland,2023-08-22,0.0,6.0
Portugal,2023-08-22,0.0,9.0
Puerto Rico,2023-08-22,0.0,9.0
Qatar,2023-08-22,0.0,1.0
Romania,2023-08-22,0.0,5.0
Russian Federation,2023-08-22,0.0,22.0
Saint Vincent and the Grenadines,2023-08-22,0.0,1.0
Samoa,2023-08-22,0.0,1.0
Saudi Arabia,2023-08-22,0.0,3.0
Senegal,2023-08-22,0.0,1.0
Serbia,2023-08-22,0.0,1.0
Singapore,2023-08-22,0.0,8.0
Sint Maarten (Dutch part),2023-08-22,0.0,1.0
South Africa,2023-08-22,0.0,29.0
Spain,2023-08-22,0.0,2504.0
Sri Lanka,2023-08-22,0.0,3.0
Sudan,2023-08-22,0.0,1.0
Suriname,2023-08-22,0.0,2.0
Sweden,2023-08-22,0.0,3.0
Switzerland,2023-08-22,0.0,7.0
"Taiwan, Province of China",2023-08-22,0.0,1.0
Tajikistan,2023-08-22,0.0,1.0
Thailand,2023-08-22,0.0,3.0
Togo,2023-08-22,0.0,22.0
Tokelau,2023-08-22,0.0,1.0
Trinidad and Tobago,2023-08-22,0.0,1.0
Tunisia,2023-08-22,0.0,1.0
Turkmenistan,2023-08-22,0.0,1.0
Uganda,2023-08-22,0.0,1.0
Ukraine,2023-08-22,0.0,1.0
United Arab Emirates,2023-08-22,0.0,7.0
United Kingdom,2023-08-22,0.0,56.0
United States,2023-08-22,0.0,324.0
Viet Nam,2023-08-22,0.0,3.0
Yemen,2023-08-22,0.0,4.0
Zimbabwe,2023-08-22,0.0,1.0
Afghanistan,2023-08-23,0.0,4.0
Algeria,2023-08-23,0.0,2.0
Andorra,2023-08-23,0.0,3.0
Angola,2023-08-23,0.0,2.0
Antigua and Barbuda,2023-08-23,0.0,1.0
Australia,2023-08-23,0.0,20.0
Austria,2023-08-23,0.0,5.0
Azerbaijan,2023-08-23,0.0,2.0
Bahrain,2023-08-23,0.0,1.0
Belgium,2023-08-23,0.0,12.0
Belize,2023-08-23,0.0,1.0
Benin,2023-08-23,0.0,9.0
"Bolivia, Plurinational State of",2023-08-23,0.0,191.0
Bulgaria,2023-08-23,0.0,2.0
Burkina Faso,2023-08-23,0.0,10.0
Cameroon,2023-08-23,0.0,16.0
Canada,2023-08-23,0.0,15.0
Cayman Islands,2023-08-23,0.0,2.0
Central African Republic,2023-08-23,0.0,1.0
Chad,2023-08-23,0.0,5.0
China,2023-08-23,0.0,5.0
Comoros,2023-08-23,0.0,1.0
Congo,2023-08-23,0.0,2.0
"Congo, The Democratic Republic of the",2023-08-23,0.0,58.0
Costa Rica,2023-08-23,0.0,315.0
Cuba,2023-08-23,0.0,12.0
Curaçao,2023-08-23,0.0,3.0
Côte d'Ivoire,2023-08-23,0.0,16.0
Denmark,2023-08-23,0.0,3.0
Dominican Republic,2023-08-23,0.0,118.0
Ecuador,2023-08-23,0.0,534.0
Egypt,2023-08-23,0.0,27.0
Equatorial Guinea,2023-08-23,0.0,3.0
Error: ,2023-08-23,0.0,297.0
Error: 'NoneType' object has no attribute 'name',2023-08-23,0.0,4.0
Error: (0) Could not interpret numbers after plus-sign.,2023-08-23,0.0,28.0
Eswatini,2023-08-23,0.0,1.0
Finland,2023-08-23,0.0,2.0
France,2023-08-23,0.0,32.0
French Guiana,2023-08-23,0.0,2.0
French Polynesia,2023-08-23,0.0,1.0
Gabon,2023-08-23,0.0,5.0
Germany,2023-08-23,0.0,45.0
Ghana,2023-08-23,0.0,2.0
Gibraltar,2023-08-23,0.0,1.0
Greece,2023-08-23,0.0,3.0
Guadeloupe,2023-08-23,0.0,1.0
Guatemala,2023-08-23,0.0,103.0
Guinea,2023-08-23,0.0,2.0
Guyana,2023-08-23,0.0,3.0
Haiti,2023-08-23,0.0,3.0
Honduras,2023-08-23,0.0,98.0
Hungary,2023-08-23,0.0,2.0
India,2023-08-23,0.0,10.0
Indonesia,2023-08-23,0.0,21.0
"Iran, Islamic Republic of",2023-08-23,0.0,5.0
Ireland,2023-08-23,0.0,7.0
Israel,2023-08-23,0.0,71.0
Italy,2023-08-23,0.0,72.0
Jamaica,2023-08-23,0.0,3.0
Japan,2023-08-23,0.0,2.0
Kazakhstan,2023-08-23,0.0,3.0
Kyrgyzstan,2023-08-23,0.0,1.0
Lebanon,2023-08-23,0.0,2.0
Lesotho,2023-08-23,0.0,1.0
Libya,2023-08-23,0.0,3.0
Malaysia,2023-08-23,0.0,27.0
Maldives,2023-08-23,0.0,1.0
Mali,2023-08-23,0.0,4.0
Malta,2023-08-23,0.0,2.0
Martinique,2023-08-23,0.0,3.0
Mauritius,2023-08-23,0.0,1.0
Mayotte,2023-08-23,0.0,1.0
Mexico,2023-08-23,0.0,1096.0
"Moldova, Republic of",2023-08-23,0.0,1.0
Morocco,2023-08-23,0.0,1117.0
Mozambique,2023-08-23,0.0,3.0
Myanmar,2023-08-23,0.0,3.0
Netherlands,2023-08-23,0.0,9.0
New Zealand,2023-08-23,0.0,11.0
Nicaragua,2023-08-23,0.0,52.0
Niger,2023-08-23,0.0,4.0
Nigeria,2023-08-23,0.0,3.0
Niue,2023-08-23,0.0,1.0
Norfolk Island,2023-08-23,0.0,1.0
Norway,2023-08-23,0.0,3.0
Oman,2023-08-23,0.0,1.0
Pakistan,2023-08-23,0.0,4.0
"Palestine, State of",2023-08-23,0.0,2.0
Panama,2023-08-23,0.0,209.0
Papua New Guinea,2023-08-23,0.0,2.0
Paraguay,2023-08-23,0.0,1049.0
Peru,2023-08-23,0.0,845.0
Philippines,2023-08-23,0.0,11.0
Poland,2023-08-23,0.0,5.0
Portugal,2023-08-23,0.0,16.0
Puerto Rico,2023-08-23,0.0,8.0
Qatar,2023-08-23,0.0,2.0
Romania,2023-08-23,0.0,4.0
Russian Federation,2023-08-23,0.0,21.0
Saint Lucia,2023-08-23,0.0,1.0
Saint Pierre and Miquelon,2023-08-23,0.0,1.0
Saint Vincent and the Grenadines,2023-08-23,0.0,1.0
Saudi Arabia,2023-08-23,0.0,6.0
Senegal,2023-08-23,0.0,3.0
Serbia,2023-08-23,0.0,1.0
Singapore,2023-08-23,0.0,8.0
Sint Maarten (Dutch part),2023-08-23,0.0,1.0
South Africa,2023-08-23,0.0,25.0
South Sudan,2023-08-23,0.0,1.0
Spain,2023-08-23,0.0,2711.0
Sri Lanka,2023-08-23,0.0,1.0
Sudan,2023-08-23,0.0,1.0
Suriname,2023-08-23,0.0,2.0
Sweden,2023-08-23,0.0,4.0
Switzerland,2023-08-23,0.0,11.0
"Tanzania, United Republic of",2023-08-23,0.0,1.0
Thailand,2023-08-23,0.0,4.0
Togo,2023-08-23,0.0,20.0
Trinidad and Tobago,2023-08-23,0.0,4.0
Tunisia,2023-08-23,0.0,1.0
Turkey,2023-08-23,0.0,1.0
Uganda,2023-08-23,0.0,1.0
Ukraine,2023-08-23,0.0,3.0
United Arab Emirates,2023-08-23,0.0,9.0
United Kingdom,2023-08-23,0.0,53.0
Viet Nam,2023-08-23,0.0,2.0
"Virgin Islands, British",2023-08-23,0.0,1.0
Yemen,2023-08-23,0.0,5.0
Zambia,2023-08-23,0.0,2.0
Afghanistan,2023-08-24,0.0,5.0
Algeria,2023-08-24,0.0,2.0
Andorra,2023-08-24,0.0,1.0
Angola,2023-08-24,0.0,7.0
Australia,2023-08-24,0.0,27.0
Austria,2023-08-24,0.0,4.0
Azerbaijan,2023-08-24,0.0,1.0
Bahrain,2023-08-24,0.0,1.0
Belgium,2023-08-24,0.0,7.0
Belize,2023-08-24,0.0,2.0
Benin,2023-08-24,0.0,12.0
"Bonaire, Sint Eustatius and Saba",2023-08-24,0.0,2.0
Bulgaria,2023-08-24,0.0,2.0
Burkina Faso,2023-08-24,0.0,12.0
Cameroon,2023-08-24,0.0,17.0
Canada,2023-08-24,0.0,23.0
Chad,2023-08-24,0.0,5.0
China,2023-08-24,0.0,6.0
Congo,2023-08-24,0.0,7.0
"Congo, The Democratic Republic of the",2023-08-24,0.0,83.0
Costa Rica,2023-08-24,0.0,319.0
Cuba,2023-08-24,0.0,10.0
Curaçao,2023-08-24,0.0,2.0
Czechia,2023-08-24,0.0,1.0
Côte d'Ivoire,2023-08-24,0.0,22.0
Denmark,2023-08-24,0.0,3.0
Dominican Republic,2023-08-24,0.0,144.0
Ecuador,2023-08-24,0.0,575.0
Egypt,2023-08-24,0.0,29.0
El Salvador,2023-08-24,0.0,111.0
Equatorial Guinea,2023-08-24,0.0,4.0
Error: 'NoneType' object has no attribute 'name',2023-08-24,0.0,5.0
Error: (0) Could not interpret numbers after plus-sign.,2023-08-24,0.0,30.0
Estonia,2023-08-24,0.0,2.0
Falkland Islands (Malvinas),2023-08-24,0.0,1.0
Faroe Islands,2023-08-24,0.0,1.0
France,2023-08-24,0.0,47.0
French Guiana,2023-08-24,0.0,2.0
Gabon,2023-08-24,0.0,3.0
Germany,2023-08-24,0.0,45.0
Ghana,2023-08-24,0.0,3.0
Gibraltar,2023-08-24,0.0,1.0
Greece,2023-08-24,0.0,7.0
Guatemala,2023-08-24,0.0,111.0
Guyana,2023-08-24,0.0,2.0
Haiti,2023-08-24,0.0,8.0
Honduras,2023-08-24,0.0,114.0
Hungary,2023-08-24,0.0,1.0
India,2023-08-24,0.0,5.0
Indonesia,2023-08-24,0.0,19.0
"Iran, Islamic Republic of",2023-08-24,0.0,3.0
Ireland,2023-08-24,0.0,4.0
Israel,2023-08-24,0.0,62.0
Italy,2023-08-24,0.0,77.0
Jamaica,2023-08-24,0.0,4.0
Japan,2023-08-24,0.0,4.0
Jordan,2023-08-24,0.0,2.0
Kazakhstan,2023-08-24,0.0,2.0
"Korea, Republic of",2023-08-24,0.0,1.0
Kuwait,2023-08-24,0.0,1.0
Kyrgyzstan,2023-08-24,0.0,1.0
Lebanon,2023-08-24,0.0,4.0
Libya,2023-08-24,0.0,1.0
Luxembourg,2023-08-24,0.0,1.0
Malaysia,2023-08-24,0.0,28.0
Mali,2023-08-24,0.0,4.0
Malta,2023-08-24,0.0,5.0
Martinique,2023-08-24,0.0,1.0
Mauritania,2023-08-24,0.0,1.0
"Moldova, Republic of",2023-08-24,0.0,3.0
Morocco,2023-08-24,0.0,1566.0
Mozambique,2023-08-24,0.0,3.0
Myanmar,2023-08-24,0.0,5.0
Namibia,2023-08-24,0.0,1.0
Netherlands,2023-08-24,0.0,9.0
New Caledonia,2023-08-24,0.0,1.0
New Zealand,2023-08-24,0.0,13.0
Nicaragua,2023-08-24,0.0,57.0
Niger,2023-08-24,0.0,2.0
Nigeria,2023-08-24,0.0,8.0
Niue,2023-08-24,0.0,1.0
Norfolk Island,2023-08-24,0.0,1.0
Northern Mariana Islands,2023-08-24,0.0,1.0
Norway,2023-08-24,0.0,6.0
Oman,2023-08-24,0.0,1.0
Pakistan,2023-08-24,0.0,7.0
"Palestine, State of",2023-08-24,0.0,2.0
Peru,2023-08-24,0.0,855.0
Philippines,2023-08-24,0.0,6.0
Poland,2023-08-24,0.0,2.0
Portugal,2023-08-24,0.0,19.0
Puerto Rico,2023-08-24,0.0,7.0
Qatar,2023-08-24,0.0,3.0
Romania,2023-08-24,0.0,2.0
Saint Lucia,2023-08-24,0.0,1.0
Saint Vincent and the Grenadines,2023-08-24,0.0,1.0
San Marino,2023-08-24,0.0,1.0
Saudi Arabia,2023-08-24,0.0,1.0
Senegal,2023-08-24,0.0,7.0
Singapore,2023-08-24,0.0,6.0
Sint Maarten (Dutch part),2023-08-24,0.0,1.0
Somalia,2023-08-24,0.0,2.0
South Africa,2023-08-24,0.0,23.0
South Sudan,2023-08-24,0.0,2.0
Sri Lanka,2023-08-24,0.0,3.0
Sudan,2023-08-24,0.0,4.0
Suriname,2023-08-24,0.0,2.0
Sweden,2023-08-24,0.0,1.0
Switzerland,2023-08-24,0.0,7.0
Thailand,2023-08-24,0.0,5.0
Togo,2023-08-24,0.0,20.0
Trinidad and Tobago,2023-08-24,0.0,2.0
Turkey,2023-08-24,0.0,2.0
Ukraine,2023-08-24,0.0,1.0
United Arab Emirates,2023-08-24,0.0,8.0
United States,2023-08-24,0.0,301.0
Viet Nam,2023-08-24,0.0,5.0
Yemen,2023-08-24,0.0,6.0
Zambia,2023-08-24,0.0,1.0
Afghanistan,2023-08-25,0.0,2.0
Algeria,2023-08-25,0.0,1.0
Andorra,2023-08-25,0.0,1.0
Angola,2023-08-25,0.0,3.0
Aruba,2023-08-25,0.0,1.0
Australia,2023-08-25,0.0,24.0
Austria,2023-08-25,0.0,4.0
Barbados,2023-08-25,0.0,2.0
Belgium,2023-08-25,0.0,3.0
Belize,2023-08-25,0.0,1.0
Benin,2023-08-25,0.0,10.0
"Bonaire, Sint Eustatius and Saba",2023-08-25,0.0,2.0
Bosnia and Herzegovina,2023-08-25,0.0,1.0
Bulgaria,2023-08-25,0.0,1.0
Burkina Faso,2023-08-25,0.0,11.0
Cabo Verde,2023-08-25,0.0,1.0
Cameroon,2023-08-25,0.0,11.0
Canada,2023-08-25,0.0,20.0
Cayman Islands,2023-08-25,0.0,1.0
Central African Republic,2023-08-25,0.0,1.0
Chad,2023-08-25,0.0,6.0
China,2023-08-25,0.0,2.0
Comoros,2023-08-25,0.0,2.0
Congo,2023-08-25,0.0,10.0
"Congo, The Democratic Republic of the",2023-08-25,0.0,64.0
Costa Rica,2023-08-25,0.0,324.0
Croatia,2023-08-25,0.0,3.0
Cuba,2023-08-25,0.0,12.0
Curaçao,2023-08-25,0.0,1.0
Czechia,2023-08-25,0.0,1.0
Côte d'Ivoire,2023-08-25,0.0,19.0
Denmark,2023-08-25,0.0,6.0
Djibouti,2023-08-25,0.0,1.0
Dominican Republic,2023-08-25,0.0,165.0
Ecuador,2023-08-25,0.0,530.0
Egypt,2023-08-25,0.0,23.0
Equatorial Guinea,2023-08-25,0.0,2.0
Error: ,2023-08-25,0.0,259.0
Error: 'NoneType' object has no attribute 'name',2023-08-25,0.0,7.0
Error: (0) Could not interpret numbers after plus-sign.,2023-08-25,0.0,23.0
Eswatini,2023-08-25,0.0,1.0
Ethiopia,2023-08-25,0.0,1.0
Falkland Islands (Malvinas),2023-08-25,0.0,2.0
Fiji,2023-08-25,0.0,1.0
France,2023-08-25,0.0,38.0
Gabon,2023-08-25,0.0,5.0
Germany,2023-08-25,0.0,42.0
Guatemala,2023-08-25,0.0,97.0
Guinea,2023-08-25,0.0,4.0
Haiti,2023-08-25,0.0,12.0
Honduras,2023-08-25,0.0,105.0
Hungary,2023-08-25,0.0,4.0
India,2023-08-25,0.0,85.0
Indonesia,2023-08-25,0.0,16.0
"Iran, Islamic Republic of",2023-08-25,0.0,5.0
Iraq,2023-08-25,0.0,1.0
Ireland,2023-08-25,0.0,3.0
Israel,2023-08-25,0.0,30.0
Italy,2023-08-25,0.0,72.0
Jamaica,2023-08-25,0.0,1.0
Japan,2023-08-25,0.0,1.0
Kazakhstan,2023-08-25,0.0,6.0
"Korea, Republic of",2023-08-25,0.0,2.0
Kuwait,2023-08-25,0.0,1.0
Kyrgyzstan,2023-08-25,0.0,1.0
Lebanon,2023-08-25,0.0,2.0
Lesotho,2023-08-25,0.0,1.0
Libya,2023-08-25,0.0,1.0
Malaysia,2023-08-25,0.0,23.0
Mali,2023-08-25,0.0,3.0
Malta,2023-08-25,0.0,3.0
Martinique,2023-08-25,0.0,1.0
Mauritania,2023-08-25,0.0,2.0
"Moldova, Republic of",2023-08-25,0.0,1.0
Montenegro,2023-08-25,0.0,1.0
Morocco,2023-08-25,0.0,1286.0
Mozambique,2023-08-25,0.0,1.0
Myanmar,2023-08-25,0.0,2.0
Netherlands,2023-08-25,0.0,9.0
New Zealand,2023-08-25,0.0,11.0
Nicaragua,2023-08-25,0.0,63.0
Niger,2023-08-25,0.0,3.0
Nigeria,2023-08-25,0.0,4.0
Norway,2023-08-25,0.0,1.0
Pakistan,2023-08-25,0.0,22.0
Papua New Guinea,2023-08-25,0.0,1.0
Philippines,2023-08-25,0.0,13.0
Poland,2023-08-25,0.0,3.0
Portugal,2023-08-25,0.0,15.0
Puerto Rico,2023-08-25,0.0,4.0
Qatar,2023-08-25,0.0,1.0
Romania,2023-08-25,0.0,8.0
Russian Federation,2023-08-25,0.0,25.0
Saint Vincent and the Grenadines,2023-08-25,0.0,1.0
Saudi Arabia,2023-08-25,0.0,3.0
Senegal,2023-08-25,0.0,5.0
Serbia,2023-08-25,0.0,1.0
Singapore,2023-08-25,0.0,6.0
South Africa,2023-08-25,0.0,19.0
Spain,2023-08-25,0.0,2482.0
Sri Lanka,2023-08-25,0.0,2.0
Sudan,2023-08-25,0.0,2.0
Suriname,2023-08-25,0.0,1.0
Sweden,2023-08-25,0.0,2.0
Switzerland,2023-08-25,0.0,15.0
"Taiwan, Province of China",2023-08-25,0.0,2.0
Tajikistan,2023-08-25,0.0,1.0
Thailand,2023-08-25,0.0,5.0
Togo,2023-08-25,0.0,25.0
Tunisia,2023-08-25,0.0,1.0
Turkey,2023-08-25,0.0,2.0
Ukraine,2023-08-25,0.0,2.0
United Arab Emirates,2023-08-25,0.0,13.0
United Kingdom,2023-08-25,0.0,39.0
Uruguay,2023-08-25,0.0,874.0
Viet Nam,2023-08-25,0.0,1.0
Wallis and Futuna,2023-08-25,0.0,1.0
Yemen,2023-08-25,0.0,5.0
Zambia,2023-08-25,0.0,1.0
Zimbabwe,2023-08-25,0.0,4.0
Afghanistan,2023-08-26,0.0,3.0
Algeria,2023-08-26,0.0,3.0
American Samoa,2023-08-26,0.0,1.0
Andorra,2023-08-26,0.0,3.0
Angola,2023-08-26,0.0,2.0
Australia,2023-08-26,0.0,16.0
Austria,2023-08-26,0.0,2.0
Bangladesh,2023-08-26,0.0,1.0
Barbados,2023-08-26,0.0,1.0
Belgium,2023-08-26,0.0,4.0
Benin,2023-08-26,0.0,10.0
Bermuda,2023-08-26,0.0,2.0
"Bonaire, Sint Eustatius and Saba",2023-08-26,0.0,1.0
Botswana,2023-08-26,0.0,1.0
Bulgaria,2023-08-26,0.0,2.0
Burkina Faso,2023-08-26,0.0,5.0
Burundi,2023-08-26,0.0,1.0
Cameroon,2023-08-26,0.0,14.0
Canada,2023-08-26,0.0,7.0
Central African Republic,2023-08-26,0.0,1.0
Chad,2023-08-26,0.0,4.0
China,2023-08-26,0.0,3.0
Comoros,2023-08-26,0.0,2.0
Congo,2023-08-26,0.0,12.0
"Congo, The Democratic Republic of the",2023-08-26,0.0,63.0
Costa Rica,2023-08-26,0.0,228.0
Cuba,2023-08-26,0.0,11.0
Curaçao,2023-08-26,0.0,2.0
Czechia,2023-08-26,0.0,1.0
Côte d'Ivoire,2023-08-26,0.0,20.0
Denmark,2023-08-26,0.0,4.0
Djibouti,2023-08-26,0.0,2.0
Dominican Republic,2023-08-26,0.0,175.0
Ecuador,2023-08-26,0.0,429.0
Egypt,2023-08-26,0.0,22.0
El Salvador,2023-08-26,0.0,97.0
Equatorial Guinea,2023-08-26,0.0,1.0
Error: ,2023-08-26,0.0,199.0
Error: 'NoneType' object has no attribute 'name',2023-08-26,0.0,3.0
Error: (0) Could not interpret numbers after plus-sign.,2023-08-26,0.0,12.0
Eswatini,2023-08-26,0.0,1.0
Falkland Islands (Malvinas),2023-08-26,0.0,1.0
Faroe Islands,2023-08-26,0.0,1.0
France,2023-08-26,0.0,30.0
Gabon,2023-08-26,0.0,5.0
Germany,2023-08-26,0.0,33.0
Greece,2023-08-26,0.0,4.0
Guatemala,2023-08-26,0.0,83.0
Guinea,2023-08-26,0.0,1.0
Guyana,2023-08-26,0.0,2.0
Haiti,2023-08-26,0.0,7.0
Honduras,2023-08-26,0.0,109.0
Hungary,2023-08-26,0.0,3.0
India,2023-08-26,0.0,113.0
Indonesia,2023-08-26,0.0,20.0
"Iran, Islamic Republic of",2023-08-26,0.0,3.0
Ireland,2023-08-26,0.0,3.0
Israel,2023-08-26,0.0,15.0
Italy,2023-08-26,0.0,59.0
Jamaica,2023-08-26,0.0,1.0
Japan,2023-08-26,0.0,2.0
Kazakhstan,2023-08-26,0.0,4.0
"Korea, Republic of",2023-08-26,0.0,1.0
Kyrgyzstan,2023-08-26,0.0,2.0
Lebanon,2023-08-26,0.0,1.0
Madagascar,2023-08-26,0.0,1.0
Malaysia,2023-08-26,0.0,13.0
Mali,2023-08-26,0.0,3.0
Malta,2023-08-26,0.0,2.0
Martinique,2023-08-26,0.0,2.0
Mexico,2023-08-26,0.0,905.0
Monaco,2023-08-26,0.0,1.0
Montenegro,2023-08-26,0.0,1.0
Morocco,2023-08-26,0.0,2237.0
Myanmar,2023-08-26,0.0,3.0
Netherlands,2023-08-26,0.0,9.0
New Caledonia,2023-08-26,0.0,1.0
New Zealand,2023-08-26,0.0,10.0
Nicaragua,2023-08-26,0.0,60.0
Niger,2023-08-26,0.0,1.0
Nigeria,2023-08-26,0.0,3.0
Norway,2023-08-26,0.0,1.0
Oman,2023-08-26,0.0,1.0
Pakistan,2023-08-26,0.0,29.0
Panama,2023-08-26,0.0,183.0
Peru,2023-08-26,0.0,716.0
Philippines,2023-08-26,0.0,5.0
Poland,2023-08-26,0.0,2.0
Portugal,2023-08-26,0.0,10.0
Puerto Rico,2023-08-26,0.0,6.0
Qatar,2023-08-26,0.0,1.0
Russian Federation,2023-08-26,0.0,11.0
Saudi Arabia,2023-08-26,0.0,1.0
Singapore,2023-08-26,0.0,7.0
South Africa,2023-08-26,0.0,9.0
Sri Lanka,2023-08-26,0.0,2.0
Sudan,2023-08-26,0.0,3.0
Suriname,2023-08-26,0.0,1.0
Sweden,2023-08-26,0.0,1.0
Switzerland,2023-08-26,0.0,6.0
"Taiwan, Province of China",2023-08-26,0.0,1.0
Thailand,2023-08-26,0.0,5.0
Togo,2023-08-26,0.0,7.0
Turkey,2023-08-26,0.0,2.0
Uganda,2023-08-26,0.0,1.0
Ukraine,2023-08-26,0.0,1.0
United Arab Emirates,2023-08-26,0.0,4.0
United Kingdom,2023-08-26,0.0,27.0
United States,2023-08-26,0.0,146.0
Uruguay,2023-08-26,0.0,952.0
"Venezuela, Bolivarian Republic of",2023-08-26,0.0,1021.0
Viet Nam,2023-08-26,0.0,1.0
Yemen,2023-08-26,0.0,3.0
Zambia,2023-08-26,0.0,1.0
Zimbabwe,2023-08-26,0.0,1.0
Afghanistan,2023-08-27,0.0,6.0
Algeria,2023-08-27,0.0,3.0
Andorra,2023-08-27,0.0,2.0
Angola,2023-08-27,0.0,2.0
Anguilla,2023-08-27,0.0,2.0
Armenia,2023-08-27,0.0,1.0
Aruba,2023-08-27,0.0,2.0
Australia,2023-08-27,0.0,21.0
Austria,2023-08-27,0.0,4.0
Bahamas,2023-08-27,0.0,1.0
Bahrain,2023-08-27,0.0,1.0
Belgium,2023-08-27,0.0,5.0
Belize,2023-08-27,0.0,2.0
Benin,2023-08-27,0.0,7.0
Bermuda,2023-08-27,0.0,1.0
"Bolivia, Plurinational State of",2023-08-27,0.0,165.0
Bosnia and Herzegovina,2023-08-27,0.0,1.0
Bulgaria,2023-08-27,0.0,1.0
Burkina Faso,2023-08-27,0.0,9.0
Cabo Verde,2023-08-27,0.0,1.0
Cameroon,2023-08-27,0.0,17.0
Canada,2023-08-27,0.0,16.0
Cayman Islands,2023-08-27,0.0,1.0
Chad,2023-08-27,0.0,1.0
China,2023-08-27,0.0,1.0
Comoros,2023-08-27,0.0,2.0
Congo,2023-08-27,0.0,7.0
"Congo, The Democratic Republic of the",2023-08-27,0.0,46.0
Croatia,2023-08-27,0.0,1.0
Cuba,2023-08-27,0.0,11.0
Curaçao,2023-08-27,0.0,1.0
Czechia,2023-08-27,0.0,1.0
Côte d'Ivoire,2023-08-27,0.0,17.0
Denmark,2023-08-27,0.0,2.0
Djibouti,2023-08-27,0.0,1.0
Dominican Republic,2023-08-27,0.0,160.0
Ecuador,2023-08-27,0.0,376.0
Egypt,2023-08-27,0.0,24.0
El Salvador,2023-08-27,0.0,75.0
Equatorial Guinea,2023-08-27,0.0,1.0
Error: ,2023-08-27,0.0,178.0
Error: 'NoneType' object has no attribute 'name',2023-08-27,0.0,2.0
Error: (0) Could not interpret numbers after plus-sign.,2023-08-27,0.0,11.0
Faroe Islands,2023-08-27,0.0,1.0
Gambia,2023-08-27,0.0,1.0
Germany,2023-08-27,0.0,38.0
Ghana,2023-08-27,0.0,1.0
Greece,2023-08-27,0.0,2.0
Guatemala,2023-08-27,0.0,79.0
Guinea,2023-08-27,0.0,1.0
Haiti,2023-08-27,0.0,3.0
Honduras,2023-08-27,0.0,74.0
Hungary,2023-08-27,0.0,4.0
India,2023-08-27,0.0,86.0
Indonesia,2023-08-27,0.0,21.0
"Iran, Islamic Republic of",2023-08-27,0.0,1.0
Ireland,2023-08-27,0.0,1.0
Israel,2023-08-27,0.0,68.0
Italy,2023-08-27,0.0,49.0
Jamaica,2023-08-27,0.0,1.0
Japan,2023-08-27,0.0,1.0
Kazakhstan,2023-08-27,0.0,2.0
Kenya,2023-08-27,0.0,1.0
"Korea, Republic of",2023-08-27,0.0,3.0
Kuwait,2023-08-27,0.0,1.0
Lebanon,2023-08-27,0.0,2.0
