date,country,cost,expected_average_income,cost_type,labels
2023-09-16,French Guiana,0.35930853333333335,,,09-16
2023-09-16,French Polynesia,0.05787313333333333,,,09-16
2023-09-16,Gabon,0.12944539331065757,,,09-16
2023-09-16,Gambia,0.03702,,,09-16
2023-09-16,Germany,2.753190666666667,0.3088,income,09-16
2023-09-16,Ghana,0.1399727,,,09-16
2023-09-16,Greece,0.16942453333333335,,,09-16
2023-09-16,Guam,0.031,,,09-16
2023-09-16,Guatemala,3.0365389166666663,0.3088,income,09-16
2023-09-16,Guinea,0.088344,,,09-16
2023-09-16,Haiti,0.13305978333333332,,,09-16
2023-09-16,Honduras,2.6580955,0.2058666666666666,income,09-16
2023-09-16,Hong Kong,0.09800458333333334,,,09-16
2023-09-16,Hungary,0.13611843458049888,,,09-16
2023-09-16,Iceland,0.04727556666666667,,,09-16
2023-09-16,India,0.5089936416383221,,,09-16
2023-09-16,Indonesia,2.7726886375,0.4117333333333333,income,09-16
2023-09-16,Iran,0.11949342120181405,0.06549125,income,09-16
2023-09-16,Ireland,0.13927263333333334,,,09-16
2023-09-16,Israel,0.3122938666666667,1.4036245833333332,income,09-16
2023-09-16,Italy,2.555789266666667,1.1977579166666663,income,09-16
2023-09-16,Japan,0.06013756666666667,,,09-16
2023-09-16,Jordan,0.026154,0.1029333333333333,income,09-16
2023-09-16,Kazakhstan,0.08198773696145124,,,09-16
2023-09-16,Korea,0.02525378333333333,,,09-16
2023-09-16,Kuwait,0.0218,,,09-16
2023-09-16,Lebanon,0.029487183333333333,,,09-16
2023-09-16,Liberia,0.06707275,,,09-16
2023-09-16,Malaysia,0.493909591723356,0.3368491666666667,income,09-16
2023-09-16,Mali,0.244272,,,09-16
2023-09-16,Malta,0.06179378333333334,0.1029333333333333,income,09-16
2023-09-16,Mexico,12.426564885786282,11.996365,income,09-16
2023-09-16,Monaco,0.03034805,,,09-16
2023-09-16,Montenegro,0.03662335,,,09-16
2023-09-16,Morocco,216.77506526163546,0.2058666666666666,income,09-16
2023-09-16,Mozambique,0.25875041666666665,0.0,income,09-16
2023-09-16,Myanmar,0.14645058333333333,0.1029333333333333,income,09-16
2023-09-16,Nepal,0.038673566666666666,,,09-16
2023-09-16,Netherlands,1.1332973499999999,0.0,income,09-16
2023-09-16,New Zealand,0.5741821,0.3088,income,09-16
2023-09-16,Nicaragua,1.5871375166666666,0.0,income,09-16
2023-09-16,Niger,0.041267566666666665,0.1029333333333333,income,09-16
2023-09-16,Nigeria,0.138768,,,09-16
2023-09-16,Norfolk Island,0.0323587,,,09-16
2023-09-16,Northern Mariana Islands,0.03171578333333333,,,09-16
2023-09-16,Norway,0.1949088,,,09-16
2023-09-16,Oman,0.09910718333333333,,,09-16
2023-09-16,Pakistan,0.3329480568027211,,,09-16
2023-09-16,Palestine,0.0296987,,,09-16
2023-09-16,Panama,5.883117611564625,2.3955158333333344,income,09-16
2023-09-16,Paraguay,25.34170373316406,5.380582500000001,income,09-16
2023-09-16,Peru,9.641988688166101,4.388691250000002,income,09-16
2023-09-16,Philippines,0.2541047299319728,0.1029333333333333,income,09-16
2023-09-16,Poland,0.07429513333333333,0.1029333333333333,income,09-16
2023-09-16,Portugal,0.4759860528344671,0.1029333333333333,income,09-16
2023-09-16,Puerto Rico,0.1801118333333333,0.2058666666666666,income,09-16
2023-09-16,Romania,0.08853654999999999,0.1029333333333333,income,09-16
2023-09-16,Russian Federation,0.2821303666666667,0.1684245833333333,income,09-16
2023-09-16,Saint Lucia,0.0446547,,,09-16
2023-09-16,Sao Tome and Principe,0.13568216666666666,,,09-16
2023-09-16,Saudi Arabia,0.05259405,0.1029333333333333,income,09-16
2023-09-16,Senegal,0.147036,,,09-16
2023-09-16,Seychelles,0.03995935,,,09-16
2023-09-16,Singapore,0.20803626666666666,0.1029333333333333,income,09-16
2023-09-16,South Africa,0.1486994,0.7205333333333334,income,09-16
2023-09-16,Spain,36.41386775490363,9.47913,income,09-16
2023-09-16,Sri Lanka,0.18881826666666668,,,09-16
2023-09-16,Sudan,0.175842,,,09-16
2023-09-16,Sweden,0.03410005,0.1684245833333333,income,09-16
2023-09-16,Switzerland,0.12341540000000001,0.4772245833333333,income,09-16
2023-09-16,Taiwan,0.069248,,,09-16
2023-09-16,Tanzania,0.038742,,,09-16
2023-09-16,Thailand,0.34678464791666663,,,09-16
2023-09-16,Togo,0.6380567061224489,,,09-16
2023-09-16,Trinidad and Tobago,0.15353371666666665,,,09-16
2023-09-16,Turkey,0.0145,,,09-16
2023-09-16,United Arab Emirates,0.2000845942176871,0.1029333333333333,income,09-16
2023-09-16,United Kingdom,0.29940873333333334,1.4410666666666667,income,09-16
2023-09-16,United States,4.679858671655329,10.461757916666665,income,09-16
2023-09-16,Uruguay,37.66589681530612,14.728730000000004,income,09-16
2023-09-16,Venezuela,47.758070041241496,5.520957916666668,income,09-16
2023-09-16,Viet Nam,0.05419556666666667,,,09-16
2023-09-16,Wallis and Futuna,0.032281566666666664,,,09-16
2023-09-16,Yemen,0.43589113333333335,,,09-16
2023-09-16,Zimbabwe,0.22153113333333332,,,09-16
2023-09-17,Afghanistan,0.031858,0.1309825,income,09-17
2023-09-17,Algeria,0.19844983333333333,,,09-17
2023-09-17,American Samoa,0.06583448333333333,,,09-17
2023-09-17,Andorra,0.06843956666666666,0.1029333333333333,income,09-17
2023-09-17,Angola,0.2687998833333333,0.2058666666666666,income,09-17
2023-09-17,Antigua and Barbuda,0.09245935,,,09-17
2023-09-17,Argentina,236.4819257109104,244.49943625,income,09-17
2023-09-17,Aruba,0.042837349999999996,,,09-17
2023-09-17,Australia,0.47980680000000003,0.3087999999999999,income,09-17
2023-09-17,Azerbaijan,0.068834,,,09-17
2023-09-17,Bahrain,0.023653783333333334,,,09-17
2023-09-17,Bangladesh,0.09218135,,,09-17
2023-09-17,Belarus,0.03484535,,,09-17
2023-09-17,Belgium,0.24244376689342406,0.1029333333333333,income,09-17
2023-09-17,Belize,0.043283999999999996,,,09-17
2023-09-17,Benin,0.49759127047902496,,,09-17
2023-09-17,Bermuda,0.05103378333333333,,,09-17
2023-09-17,Bolivia,6.416069308503401,1.4410666666666667,income,09-17
2023-09-17,Bosnia and Herzegovina,0.07355156666666668,,,09-17
2023-09-17,Brazil,14.26163621560374,11.631466666666665,income,09-17
2023-09-17,Bulgaria,0.06964453333333333,,,09-17
2023-09-17,Burkina Faso,0.8423284391156463,,,09-17
2023-09-17,Cameroon,0.6701827,0.1029333333333333,income,09-17
2023-09-17,Canada,0.22958288333333332,0.9264,income,09-17
2023-09-17,Central African Republic,0.03776178333333333,,,09-17
2023-09-17,Chad,0.1751727,,,09-17
2023-09-17,Chile,38.15698484057228,44.13961416666668,income,09-17
2023-09-17,China,0.17230526439909297,0.1029333333333333,income,09-17
2023-09-17,Colombia,17.479627045351474,15.299624583333332,income,09-17
2023-09-17,Congo,1.6697544833333333,0.0,income,09-17
2023-09-17,Costa Rica,6.312409884991496,2.4704,income,09-17
2023-09-17,Croatia,0.042417783333333334,,,09-17
2023-09-17,Cuba,0.4261945833333333,0.1684245833333333,income,09-17
2023-09-17,Curaçao,0.08801534999999999,0.0,income,09-17
2023-09-17,Côte d'Ivoire,0.7343903666666667,0.1684245833333333,income,09-17
2023-09-17,Denmark,0.16794218333333333,0.1029333333333333,income,09-17
2023-09-17,Djibouti,0.041856,,,09-17
2023-09-17,Dominican Republic,6.216934440249433,1.1322666666666668,income,09-17
2023-09-17,Ecuador,12.303809618324829,1.815357916666667,income,09-17
2023-09-17,Egypt,1.2891353833333334,,,09-17
2023-09-17,El Salvador,2.658451195833333,1.0293333333333334,income,09-17
2023-09-17,Equatorial Guinea,0.18845578333333332,,,09-17
2023-09-17,Error: ,1.3881348597222223,3.873895000000001,income,09-17
2023-09-17,Error: 'NoneType' object has no attribute 'name',0.009747566666666667,,,09-17
2023-09-17,Error: (0) Could not interpret numbers after plus-sign.,0.3680721433106576,0.6175999999999999,income,09-17
2023-09-17,Estonia,0.031625349999999997,,,09-17
2023-09-17,Falkland Islands (Malvinas),0.1726840136054422,,,09-17
2023-09-17,Fiji,0.04688135,,,09-17
2023-09-17,France,1.6066429833333333,0.4772245833333333,income,09-17
2023-09-17,Gabon,0.2962327014739229,,,09-17
2023-09-17,Germany,3.281992483333333,0.3088,income,09-17
2023-09-17,Ghana,0.04539156666666667,,,09-17
2023-09-17,Greece,0.0488538231292517,,,09-17
2023-09-17,Guatemala,3.0975025666666665,0.3088,income,09-17
2023-09-17,Guinea,0.14327978333333333,,,09-17
2023-09-17,Guyana,0.045995999999999995,,,09-17
2023-09-17,Haiti,0.12689999999999999,,,09-17
2023-09-17,Honduras,3.2020504563208614,0.2058666666666666,income,09-17
2023-09-17,Hong Kong,0.08750831666666667,,,09-17
2023-09-17,Hungary,0.17720777335600907,,,09-17
2023-09-17,India,0.48293180725623586,,,09-17
2023-09-17,Indonesia,0.39712311666666666,0.4117333333333333,income,09-17
2023-09-17,Iran,0.1530001,0.06549125,income,09-17
2023-09-17,Ireland,0.05429934999999999,,,09-17
2023-09-17,Israel,0.6031637,1.4036245833333332,income,09-17
2023-09-17,Italy,1.9022850833333336,1.30069125,income,09-17
2023-09-17,Jamaica,0.04673935,,,09-17
2023-09-17,Japan,0.0436487,,,09-17
2023-09-17,Kazakhstan,0.16316987074829933,,,09-17
2023-09-17,Korea,0.022801783333333332,,,09-17
2023-09-17,Kuwait,0.0218,,,09-17
2023-09-17,Latvia,0.0731601,,,09-17
2023-09-17,Lebanon,0.0229327,,,09-17
2023-09-17,Liechtenstein,0.02109735,,,09-17
2023-09-17,Malaysia,0.5786218961451247,0.3368491666666667,income,09-17
2023-09-17,Maldives,0.03160935,,,09-17
2023-09-17,Mali,0.2036302633786848,,,09-17
2023-09-17,Malta,0.08186735,0.1029333333333333,income,09-17
2023-09-17,Martinique,0.14872144058956915,,,09-17
2023-09-17,Mexico,11.819212376360545,12.202231666666668,income,09-17
2023-09-17,Morocco,216.02883933496315,0.2058666666666666,income,09-17
2023-09-17,Mozambique,1.7628746168934242,0.0,income,09-17
2023-09-17,Myanmar,0.03689378333333333,0.1029333333333333,income,09-17
2023-09-17,Netherlands,1.2316536166666667,0.1029333333333333,income,09-17
2023-09-17,New Zealand,0.39600513159013606,0.3088,income,09-17
2023-09-17,Nicaragua,2.3269454416099773,0.0,income,09-17
2023-09-17,Niger,0.036118,0.1029333333333333,income,09-17
2023-09-17,Nigeria,0.08965972789115646,,,09-17
2023-09-17,Norfolk Island,0.0322767,,,09-17
2023-09-17,Norway,0.21131205,,,09-17
2023-09-17,Oman,0.08996405,,,09-17
2023-09-17,Pakistan,0.552102009495465,,,09-17
2023-09-17,Palestine,0.02820913333333333,,,09-17
2023-09-17,Panama,4.876176599999999,2.3955158333333344,income,09-17
2023-09-17,Paraguay,16.417095971187642,5.586449166666668,income,09-17
2023-09-17,Peru,7.78288502651644,4.388691250000002,income,09-17
2023-09-17,Philippines,0.18438653333333332,0.1029333333333333,income,09-17
2023-09-17,Poland,0.03225356666666667,0.1029333333333333,income,09-17
2023-09-17,Portugal,0.31030063333333335,0.1029333333333333,income,09-17
2023-09-17,Puerto Rico,0.4768427111111111,0.2058666666666666,income,09-17
2023-09-17,Qatar,0.0304607,0.0,income,09-17
2023-09-17,Romania,0.04573156666666667,0.1029333333333333,income,09-17
2023-09-17,Russian Federation,0.16621165,0.1684245833333333,income,09-17
2023-09-17,Saint Lucia,0.0566807,,,09-17
2023-09-17,Sao Tome and Principe,0.0363,,,09-17
2023-09-17,Saudi Arabia,0.0651707,0.1029333333333333,income,09-17
2023-09-17,Senegal,0.07904535,,,09-17
2023-09-17,Seychelles,0.05763070000000001,,,09-17
2023-09-17,Singapore,0.33276843772675735,0.1029333333333333,income,09-17
2023-09-17,Slovenia,0.031,,,09-17
2023-09-17,South Africa,0.29090545,0.7205333333333334,income,09-17
2023-09-17,South Sudan,0.03761978333333333,,,09-17
2023-09-17,Spain,29.769749418098073,9.582063333333332,income,09-17
2023-09-17,Sri Lanka,0.07854156666666666,,,09-17
2023-09-17,Sudan,0.0816086858276644,,,09-17
2023-09-17,Sweden,0.07438891666666667,0.1684245833333333,income,09-17
2023-09-17,Switzerland,0.11155183333333334,0.4772245833333333,income,09-17
2023-09-17,Tajikistan,0.031,,,09-17
2023-09-17,Thailand,0.23346106882086168,,,09-17
2023-09-17,Togo,0.4792217833333333,,,09-17
2023-09-17,Trinidad and Tobago,0.13917578333333333,,,09-17
2023-09-17,Tunisia,0.040278,,,09-17
2023-09-17,Turkey,0.01676335,,,09-17
2023-09-17,Tuvalu,0.05475648333333334,,,09-17
2023-09-17,Uganda,0.041777999999999996,,,09-17
2023-09-17,United Arab Emirates,0.20736663333333336,0.1029333333333333,income,09-17
2023-09-17,United Kingdom,0.31346225,1.4410666666666667,income,09-17
2023-09-17,United States,4.716691941198979,10.461757916666665,income,09-17
2023-09-17,Uruguay,31.72863452365363,15.243396666666673,income,09-17
2023-09-17,Venezuela,39.46714248293651,5.520957916666668,income,09-17
2023-09-17,Viet Nam,0.16058091666666666,,,09-17
2023-09-17,Yemen,0.16409600000000002,,,09-17
2023-09-17,Zimbabwe,0.19206,,,09-17
2023-09-18,Afghanistan,0.17042756666666667,0.1309825,income,09-18
2023-09-18,Albania,0.031876666666666664,,,09-18
2023-09-18,Algeria,0.0409574,,,09-18
2023-09-18,Andorra,0.13583713333333333,0.1029333333333333,income,09-18
2023-09-18,Angola,0.2813005333333333,0.2058666666666666,income,09-18
2023-09-18,Argentina,529.1832696492582,245.7157208333333,income,09-18
2023-09-18,Armenia,0.07432930612244898,,,09-18
2023-09-18,Australia,0.8113609500000001,0.3087999999999999,income,09-18
2023-09-18,Austria,0.0145,0.1029333333333333,income,09-18
2023-09-18,Azerbaijan,0.0339127,,,09-18
2023-09-18,Bahamas,0.04382778333333333,,,09-18
2023-09-18,Bahrain,0.04739535,,,09-18
2023-09-18,Barbados,0.11271891666666667,,,09-18
2023-09-18,Belgium,0.1873214,0.1029333333333333,income,09-18
2023-09-18,Belize,0.15136648333333333,,,09-18
2023-09-18,Benin,0.7915088493197279,,,09-18
2023-09-18,Bolivia,10.399191705626416,1.544,income,09-18
2023-09-18,Bonaire,0.10412735,,,09-18
2023-09-18,Bosnia and Herzegovina,0.056075349999999996,,,09-18
2023-09-18,Brazil,28.750956520606575,12.043199999999995,income,09-18
2023-09-18,Bulgaria,0.07088935,,,09-18
2023-09-18,Burkina Faso,0.4316844676870748,,,09-18
2023-09-18,Cambodia,0.0224,,,09-18
2023-09-18,Cameroon,0.9992803166666666,0.1029333333333333,income,09-18
2023-09-18,Canada,0.6536126333333333,0.9264,income,09-18
2023-09-18,Cayman Islands,0.046458,,,09-18
2023-09-18,Chad,0.24366978333333333,,,09-18
2023-09-18,Chile,34.4867828251559,44.34548083333334,income,09-18
2023-09-18,China,0.15377205,0.1029333333333333,income,09-18
2023-09-18,Colombia,34.19828714842018,15.608424583333331,income,09-18
2023-09-18,Congo,1.6669903166666666,0.0,income,09-18
2023-09-18,Costa Rica,11.128461781519274,2.4704,income,09-18
2023-09-18,Croatia,0.0693127,,,09-18
2023-09-18,Cuba,0.6768446119047619,0.1684245833333333,income,09-18
2023-09-18,Curaçao,0.06137334999999999,0.1029333333333333,income,09-18
2023-09-18,Czechia,0.056245080385487534,,,09-18
2023-09-18,Côte d'Ivoire,0.6558974,0.1684245833333333,income,09-18
2023-09-18,Denmark,0.09294778333333334,0.1029333333333333,income,09-18
2023-09-18,Djibouti,0.0363,,,09-18
2023-09-18,Dominican Republic,8.231386266666666,1.2352,income,09-18
2023-09-18,Ecuador,17.514970477210884,1.815357916666667,income,09-18
2023-09-18,Egypt,2.177523807823129,,,09-18
2023-09-18,El Salvador,4.201353017800454,1.0293333333333334,income,09-18
2023-09-18,Equatorial Guinea,0.04163,,,09-18
2023-09-18,Error: ,5.347490666298186,3.873895000000001,income,09-18
2023-09-18,Error: 'NoneType' object has no attribute 'name',0.047236900000000005,,,09-18
2023-09-18,Error: (0) Could not interpret numbers after plus-sign.,0.4226723146258503,0.6175999999999999,income,09-18
2023-09-18,Falkland Islands (Malvinas),0.06333891666666666,,,09-18
2023-09-18,France,3.72165545,0.4772245833333333,income,09-18
2023-09-18,Gabon,0.14951437290249434,,,09-18
2023-09-18,Gambia,0.039366,,,09-18
2023-09-18,Germany,3.0877063704081635,0.3088,income,09-18
2023-09-18,Ghana,0.20891335,,,09-18
2023-09-18,Greece,0.14751005,,,09-18
2023-09-18,Guadeloupe,0.08953675,,,09-18
2023-09-18,Guatemala,4.099338611904762,0.3088,income,09-18
2023-09-18,Guinea,0.12742799999999999,,,09-18
2023-09-18,Guyana,0.09950291666666666,,,09-18
2023-09-18,Haiti,0.46059826666666664,,,09-18
2023-09-18,Honduras,4.983262522448979,0.3088,income,09-18
2023-09-18,Hong Kong,0.0903014,,,09-18
2023-09-18,Hungary,0.15943046666666666,,,09-18
2023-09-18,India,0.32871455175736963,,,09-18
2023-09-18,Indonesia,2.3557608726190478,0.4117333333333333,income,09-18
2023-09-18,Iran,0.26105275,0.06549125,income,09-18
2023-09-18,Ireland,0.13183804999999998,,,09-18
2023-09-18,Israel,2.344112339455782,1.4036245833333332,income,09-18
2023-09-18,Italy,2.9756861166666666,1.30069125,income,09-18
2023-09-18,Jamaica,0.08769534999999999,,,09-18
2023-09-18,Japan,0.076304,,,09-18
2023-09-18,Kazakhstan,0.16921245000000001,,,09-18
2023-09-18,Korea,0.13266761666666665,,,09-18
2023-09-18,Kyrgyzstan,0.04112535,,,09-18
2023-09-18,Lebanon,0.05992913333333333,,,09-18
2023-09-18,Lithuania,0.046504699999999996,,,09-18
2023-09-18,Luxembourg,0.02666135,0.06549125,income,09-18
2023-09-18,Macao,0.029098,,,09-18
2023-09-18,Malaysia,0.6766554700680272,0.3368491666666667,income,09-18
2023-09-18,Maldives,0.08827556666666667,,,09-18
2023-09-18,Mali,0.22441583333333331,,,09-18
2023-09-18,Malta,0.03432578333333333,0.1029333333333333,income,09-18
2023-09-18,Mexico,18.357409519316896,12.408098333333337,income,09-18
2023-09-18,Monaco,0.02021335,,,09-18
2023-09-18,Morocco,218.17746966601473,0.2058666666666666,income,09-18
2023-09-18,Mozambique,0.1192189387755102,0.0,income,09-18
2023-09-18,Myanmar,0.1115514,0.1029333333333333,income,09-18
2023-09-18,Netherlands,1.3309015,0.1029333333333333,income,09-18
2023-09-18,New Caledonia,0.06912978333333333,,,09-18
2023-09-18,New Zealand,0.24089453333333333,0.3088,income,09-18
2023-09-18,Nicaragua,2.5526557433106576,0.0,income,09-18
2023-09-18,Niger,0.09832513333333333,0.1029333333333333,income,09-18
2023-09-18,Nigeria,0.32975066485260773,,,09-18
2023-09-18,Norfolk Island,0.0320174,,,09-18
2023-09-18,Norway,0.07317735,,,09-18
2023-09-18,Oman,0.06980178333333334,,,09-18
2023-09-18,Pakistan,0.2864698166666667,,,09-18
2023-09-18,Palau,0.026903566666666667,,,09-18
2023-09-18,Palestine,0.0522252,,,09-18
2023-09-18,Panama,8.604750381519274,2.498449166666668,income,09-18
2023-09-18,Papua New Guinea,0.024879783333333332,,,09-18
2023-09-18,Paraguay,36.11548149298753,5.689382500000002,income,09-18
2023-09-18,Peru,13.447656062089003,4.800424583333335,income,09-18
2023-09-18,Philippines,0.49168630952380954,0.1029333333333333,income,09-18
2023-09-18,Poland,0.07933956666666668,0.1029333333333333,income,09-18
2023-09-18,Portugal,0.6192759166666667,0.1029333333333333,income,09-18
2023-09-18,Puerto Rico,0.4032441666666666,0.2058666666666666,income,09-18
2023-09-18,Qatar,0.04763735,0.0,income,09-18
2023-09-18,Romania,0.22488876303854877,0.1029333333333333,income,09-18
2023-09-18,Russian Federation,1.1006327268707485,0.1684245833333333,income,09-18
2023-09-18,Rwanda,0.04515135,,,09-18
2023-09-18,San Marino,0.034677733333333335,,,09-18
2023-09-18,Saudi Arabia,0.05358475,0.1029333333333333,income,09-18
2023-09-18,Senegal,0.1969927,,,09-18
2023-09-18,Seychelles,0.04344935,,,09-18
2023-09-18,Singapore,0.32206242789115647,0.1029333333333333,income,09-18
2023-09-18,Sint Maarten (Dutch part),0.03582578333333333,,,09-18
2023-09-18,Solomon Islands,0.03621335,,,09-18
2023-09-18,South Africa,0.38063609750566896,0.7205333333333334,income,09-18
2023-09-18,South Sudan,0.039534,,,09-18
2023-09-18,Spain,51.74200172360363,10.09673,income,09-18
2023-09-18,Sri Lanka,0.1449775006802721,,,09-18
2023-09-18,Sudan,0.09534005,,,09-18
2023-09-18,Suriname,0.09347005,,,09-18
2023-09-18,Sweden,0.09988091666666667,0.1684245833333333,income,09-18
2023-09-18,Switzerland,0.1664514,0.4772245833333333,income,09-18
2023-09-18,Taiwan,0.08989520000000001,,,09-18
2023-09-18,Thailand,0.13801378458049884,,,09-18
2023-09-18,Togo,1.2358328073696145,,,09-18
2023-09-18,Trinidad and Tobago,0.13843556666666665,,,09-18
2023-09-18,Tunisia,0.09858,,,09-18
2023-09-18,Turkey,0.11986183333333333,,,09-18
2023-09-18,Tuvalu,0.029769566666666667,,,09-18
2023-09-18,Ukraine,0.037931566666666666,0.1029333333333333,income,09-18
2023-09-18,United Arab Emirates,0.09058070000000001,0.1029333333333333,income,09-18
2023-09-18,United Kingdom,1.2347807297052156,1.6469333333333334,income,09-18
2023-09-18,United States,10.355652896145125,10.770557916666665,income,09-18
2023-09-18,Uruguay,67.71346964648411,15.963930000000005,income,09-18
2023-09-18,Venezuela,64.86608419308389,5.520957916666668,income,09-18
2023-09-18,Viet Nam,0.09338138333333333,,,09-18
2023-09-18,Yemen,0.265918,,,09-18
2023-09-18,Zimbabwe,0.233668,,,09-18
2023-09-19,Afghanistan,0.2703070666666667,0.1309825,income,09-19
2023-09-19,Algeria,0.18879735,,,09-19
2023-09-19,Andorra,0.16055048333333333,0.1029333333333333,income,09-19
2023-09-19,Angola,0.48480540000000005,0.3088,income,09-19
2023-09-19,Anguilla,0.11108453333333332,,,09-19
2023-09-19,Antigua and Barbuda,0.07902913333333333,,,09-19
2023-09-19,Argentina,555.8848945185358,246.73553166666667,income,09-19
2023-09-19,Armenia,0.03753061224489796,,,09-19
2023-09-19,Aruba,0.0651947,,,09-19
2023-09-19,Australia,0.5274253333333333,0.3087999999999999,income,09-19
2023-09-19,Austria,0.07666116666666667,0.1029333333333333,income,09-19
2023-09-19,Azerbaijan,0.0667204,,,09-19
2023-09-19,Bahamas,0.04898135,,,09-19
2023-09-19,Bahrain,0.0218,,,09-19
2023-09-19,Bangladesh,0.037443566666666664,,,09-19
2023-09-19,Belgium,0.2042230666666667,0.1029333333333333,income,09-19
2023-09-19,Belize,0.04907135,,,09-19
2023-09-19,Benin,0.7295141333333334,,,09-19
2023-09-19,Bolivia,9.387240556760204,1.8528,income,09-19
2023-09-19,Bonaire,0.04729778333333333,,,09-19
2023-09-19,Bosnia and Herzegovina,0.047207349999999995,,,09-19
2023-09-19,Brazil,30.26083868748583,12.351999999999997,income,09-19
2023-09-19,Bulgaria,0.2427074125,,,09-19
2023-09-19,Burkina Faso,0.5132057113378685,,,09-19
2023-09-19,Burundi,0.0363,,,09-19
2023-09-19,Cabo Verde,0.07205893333333334,0.0,income,09-19
2023-09-19,Cambodia,0.056475349999999994,,,09-19
2023-09-19,Cameroon,0.5245094,0.1029333333333333,income,09-19
2023-09-19,Canada,0.7957845833333334,0.9264,income,09-19
2023-09-19,Chad,0.11198178333333333,,,09-19
2023-09-19,Chile,42.34456505344898,44.75721416666667,income,09-19
2023-09-19,China,0.24113041666666665,0.1029333333333333,income,09-19
2023-09-19,Colombia,32.00742211855159,15.814291249999998,income,09-19
2023-09-19,Congo,1.5463124833333333,0.0,income,09-19
2023-09-19,Costa Rica,12.005934939115647,2.5733333333333337,income,09-19
2023-09-19,Croatia,0.0717367,,,09-19
2023-09-19,Cuba,0.9613885498866213,0.1684245833333333,income,09-19
2023-09-19,Curaçao,0.10080956666666666,0.1029333333333333,income,09-19
2023-09-19,Czechia,0.05314713333333334,,,09-19
2023-09-19,Côte d'Ivoire,0.6543845333333334,0.1684245833333333,income,09-19
2023-09-19,Denmark,0.30595103333333334,0.1029333333333333,income,09-19
2023-09-19,Dominican Republic,6.037197616666666,1.2352,income,09-19
2023-09-19,Ecuador,18.434295548511905,1.91829125,income,09-19
2023-09-19,Egypt,2.1334929735827663,,,09-19
2023-09-19,El Salvador,4.239928183333333,1.0293333333333334,income,09-19
2023-09-19,Equatorial Guinea,0.07360799999999999,,,09-19
2023-09-19,Error: ,5.566105925502835,4.079761666666668,income,09-19
2023-09-19,Error: 'NoneType' object has no attribute 'name',0.14457487857142856,,,09-19
2023-09-19,Error: (0) Could not interpret numbers after plus-sign.,0.7112092167800453,0.6175999999999999,income,09-19
2023-09-19,Estonia,0.0329667,,,09-19
2023-09-19,Eswatini,0.03737293333333333,,,09-19
2023-09-19,Falkland Islands (Malvinas),0.059034,,,09-19
2023-09-19,France,3.7733930285714288,0.4772245833333333,income,09-19
2023-09-19,French Guiana,0.04536378333333333,,,09-19
2023-09-19,Gabon,0.2333248253968254,,,09-19
2023-09-19,Gambia,0.08596978333333333,,,09-19
2023-09-19,Germany,4.113000783333334,0.3088,income,09-19
2023-09-19,Ghana,0.037584,,,09-19
2023-09-19,Greece,0.19124993333333334,,,09-19
2023-09-19,Guatemala,4.239791025113378,0.3088,income,09-19
2023-09-19,Haiti,0.085602,,,09-19
2023-09-19,Honduras,4.746976248299319,0.3088,income,09-19
2023-09-19,Hong Kong,0.024149783333333334,,,09-19
2023-09-19,Hungary,0.13641323333333333,,,09-19
2023-09-19,India,0.3856285800028345,,,09-19
2023-09-19,Indonesia,3.763572228443877,0.4117333333333333,income,09-19
2023-09-19,Iran,0.1830844,0.06549125,income,09-19
2023-09-19,Ireland,0.18393961666666664,,,09-19
2023-09-19,Israel,2.302313562244898,1.4036245833333332,income,09-19
2023-09-19,Italy,3.896245566666667,1.30069125,income,09-19
2023-09-19,Japan,0.04996535,,,09-19
2023-09-19,Kazakhstan,0.19012768185941042,,,09-19
2023-09-19,Korea,0.22122031666666667,,,09-19
2023-09-19,Kyrgyzstan,0.03707133333333333,,,09-19
2023-09-19,Lebanon,0.09918031666666666,,,09-19
2023-09-19,Libya,0.046883999999999995,,,09-19
2023-09-19,Madagascar,0.041855783333333334,,,09-19
2023-09-19,Malaysia,1.6196050531746033,0.3368491666666667,income,09-19
2023-09-19,Maldives,0.05643178333333333,,,09-19
2023-09-19,Mali,0.2364867,,,09-19
2023-09-19,Malta,0.12605005,0.1029333333333333,income,09-19
2023-09-19,Marshall Islands,0.027193783333333332,,,09-19
2023-09-19,Martinique,0.17500378541666667,,,09-19
2023-09-19,Mauritania,0.052811070833333335,,,09-19
2023-09-19,Mexico,20.005249049989345,12.81983166666667,income,09-19
2023-09-19,Moldova,0.07550800907029478,,,09-19
2023-09-19,Monaco,0.03704378333333334,,,09-19
2023-09-19,Morocco,234.7557405865221,0.2058666666666666,income,09-19
2023-09-19,Mozambique,0.13720746666666667,0.0,income,09-19
2023-09-19,Myanmar,0.1696369,0.1029333333333333,income,09-19
2023-09-19,Namibia,0.040536,,,09-19
2023-09-19,Netherlands,0.45002091666666666,0.1029333333333333,income,09-19
2023-09-19,New Caledonia,0.032116,,,09-19
2023-09-19,New Zealand,0.4734156541666667,0.3088,income,09-19
2023-09-19,Nicaragua,2.9107842514739226,0.0,income,09-19
2023-09-19,Niger,0.031,0.1029333333333333,income,09-19
2023-09-19,Nigeria,0.21339958333333334,,,09-19
2023-09-19,Niue,0.04286405,,,09-19
2023-09-19,Norfolk Island,0.10030688333333333,,,09-19
2023-09-19,North Macedonia,0.03314335,,,09-19
2023-09-19,Norway,0.11236675,,,09-19
