date,country,cost,expected_average_income,cost_type,labels
2023-09-08,Bahrain,0.023797350000000002,,,09-08
2023-09-08,Bangladesh,0.06848048333333333,,,09-08
2023-09-08,Belgium,0.11478983333333334,0.1029333333333333,income,09-08
2023-09-08,Belize,0.04917178333333333,,,09-08
2023-09-08,Benin,0.35866771666666664,,,09-08
2023-09-08,Bolivia,12.203530815787982,1.1322666666666668,income,09-08
2023-09-08,Brazil,21.916976078755667,9.366933333333332,income,09-08
2023-09-08,Bulgaria,0.07934448333333334,,,09-08
2023-09-08,Burkina Faso,0.23713291666666667,,,09-08
2023-09-08,Cameroon,0.7517231833333333,0.1029333333333333,income,09-08
2023-09-08,Canada,0.7601318499999999,0.8234666666666667,income,09-08
2023-09-08,Chad,0.07928113333333334,,,09-08
2023-09-08,Chile,148.35275063751277,35.69908083333334,income,09-08
2023-09-08,China,0.21860961666666667,0.1029333333333333,income,09-08
2023-09-08,Colombia,45.55298724289966,12.314557916666663,income,09-08
2023-09-08,Congo,2.781283470181406,0.0,income,09-08
2023-09-08,Costa Rica,15.950551334948978,1.6469333333333331,income,09-08
2023-09-08,Croatia,0.0726154,,,09-08
2023-09-08,Cuba,0.7335604996598639,0.1684245833333333,income,09-08
2023-09-08,Curaçao,0.0455927,0.0,income,09-08
2023-09-08,Czechia,0.042677566666666666,,,09-08
2023-09-08,Côte d'Ivoire,0.6797146666666667,0.1684245833333333,income,09-08
2023-09-08,Denmark,0.10670918333333333,0.1029333333333333,income,09-08
2023-09-08,Dominican Republic,7.753892934693877,0.9264,income,09-08
2023-09-08,Ecuador,26.656353629889452,1.1977579166666668,income,09-08
2023-09-08,Egypt,2.48660173030839,,,09-08
2023-09-08,El Salvador,4.33556415,0.9264,income,09-08
2023-09-08,Equatorial Guinea,0.0445947,,,09-08
2023-09-08,Error: ,5.434347885335884,3.668028333333334,income,09-08
2023-09-08,Error: 'NoneType' object has no attribute 'name',0.01744003333333333,,,09-08
2023-09-08,Error: (0) Could not interpret numbers after plus-sign.,0.5980091783446712,0.6175999999999999,income,09-08
2023-09-08,Estonia,0.0670722,,,09-08
2023-09-08,Ethiopia,0.16333448333333334,,,09-08
2023-09-08,Fiji,0.03294735,,,09-08
2023-09-08,Finland,0.035481783333333336,,,09-08
2023-09-08,France,3.6104497666666666,0.37429125,income,09-08
2023-09-08,French Guiana,0.04449135,,,09-08
2023-09-08,Gabon,0.31403831757369616,,,09-08
2023-09-08,Germany,3.332874566666667,0.2058666666666666,income,09-08
2023-09-08,Ghana,0.0726,,,09-08
2023-09-08,Gibraltar,0.0418067,,,09-08
2023-09-08,Greece,0.13514048333333334,,,09-08
2023-09-08,Guam,0.0418427,,,09-08
2023-09-08,Guatemala,4.567714766666667,0.3088,income,09-08
2023-09-08,Guyana,0.04852778333333333,,,09-08
2023-09-08,Haiti,0.42543535,,,09-08
2023-09-08,Honduras,4.985860649999999,0.2058666666666666,income,09-08
2023-09-08,Hong Kong,0.02804405,,,09-08
2023-09-08,Hungary,0.08521491666666668,,,09-08
2023-09-08,India,1.1658511262471656,,,09-08
2023-09-08,Indonesia,2.15884655,0.4117333333333333,income,09-08
2023-09-08,Iran,0.1085601,0.06549125,income,09-08
2023-09-08,Ireland,0.24990388333333333,,,09-08
2023-09-08,Israel,1.2904368166666667,1.1977579166666663,income,09-08
2023-09-08,Italy,3.77304685,0.7860245833333332,income,09-08
2023-09-08,Jamaica,0.1735186818594104,,,09-08
2023-09-08,Japan,0.16185346893424035,,,09-08
2023-09-08,Jordan,0.0218,0.0,income,09-08
2023-09-08,Kazakhstan,0.14309891666666666,,,09-08
2023-09-08,Kenya,0.049428,,,09-08
2023-09-08,Korea,0.11769891666666667,,,09-08
2023-09-08,Kuwait,0.03381735,,,09-08
2023-09-08,Kyrgyzstan,0.05608378333333333,,,09-08
2023-09-08,Liechtenstein,0.02872935,,,09-08
2023-09-08,Luxembourg,0.017529350000000003,0.06549125,income,09-08
2023-09-08,Malaysia,1.0830222197278911,0.3368491666666667,income,09-08
2023-09-08,Mali,0.33899359795918366,,,09-08
2023-09-08,Malta,0.06588538333333334,0.1029333333333333,income,09-08
2023-09-08,Mexico,26.569490342747507,10.452365,income,09-08
2023-09-08,Micronesia,0.03541333333333333,,,09-08
2023-09-08,Moldova,0.08956304761904763,,,09-08
2023-09-08,Montenegro,0.0654674,,,09-08
2023-09-08,Morocco,255.41215733334752,0.2058666666666666,income,09-08
2023-09-08,Mozambique,0.08726533333333333,0.0,income,09-08
2023-09-08,Myanmar,0.35962794297052153,0.1029333333333333,income,09-08
2023-09-08,Netherlands,1.3774120499999998,0.0,income,09-08
2023-09-08,New Zealand,0.3213913833333333,0.2058666666666666,income,09-08
2023-09-08,Nicaragua,3.503918641340703,0.0,income,09-08
2023-09-08,Nigeria,0.4546978354166667,,,09-08
2023-09-08,Norfolk Island,0.0690987,,,09-08
2023-09-08,Norway,0.13827161666666665,,,09-08
2023-09-08,Oman,0.05214091666666667,,,09-08
2023-09-08,Pakistan,0.34788553922902493,,,09-08
2023-09-08,Panama,10.81958861292517,1.9837825,income,09-08
2023-09-08,Paraguay,46.089993163718816,4.660049166666667,income,09-08
2023-09-08,Peru,16.220483783205783,3.256424583333334,income,09-08
2023-09-08,Philippines,0.7178282605442177,0.1029333333333333,income,09-08
2023-09-08,Poland,0.08775691666666668,0.1029333333333333,income,09-08
2023-09-08,Portugal,0.655923,0.1029333333333333,income,09-08
2023-09-08,Puerto Rico,0.5146057166666667,0.1029333333333333,income,09-08
2023-09-08,Qatar,0.12286275,0.0,income,09-08
2023-09-08,Romania,0.5278809761904762,0.1029333333333333,income,09-08
2023-09-08,Russian Federation,0.7257215948979593,0.1684245833333333,income,09-08
2023-09-08,Saint Vincent and the Grenadines,0.07713378333333333,,,09-08
2023-09-08,San Marino,0.07505848333333333,,,09-08
2023-09-08,Saudi Arabia,0.35442323725623587,0.1029333333333333,income,09-08
2023-09-08,Senegal,0.0363,,,09-08
2023-09-08,Singapore,0.40587592551020407,0.1029333333333333,income,09-08
2023-09-08,South Africa,0.87273205,0.5146666666666667,income,09-08
2023-09-08,South Sudan,0.08026556666666666,,,09-08
2023-09-08,Spain,67.20551571930272,7.832196666666668,income,09-08
2023-09-08,Sri Lanka,0.06610491666666667,,,09-08
2023-09-08,Sudan,0.26702313333333333,,,09-08
2023-09-08,Suriname,0.6863112714285714,,,09-08
2023-09-08,Sweden,0.09706513333333333,0.1684245833333333,income,09-08
2023-09-08,Switzerland,0.24246008333333333,0.4772245833333333,income,09-08
2023-09-08,Taiwan,0.06216090158730159,,,09-08
2023-09-08,Tanzania,0.0403687,,,09-08
2023-09-08,Thailand,0.5888264333333333,,,09-08
2023-09-08,Togo,0.5746991833333334,,,09-08
2023-09-08,Trinidad and Tobago,0.18151826666666665,,,09-08
2023-09-08,Tunisia,0.04894735,,,09-08
2023-09-08,Turkey,0.10555518333333333,,,09-08
2023-09-08,Tuvalu,0.03695578333333333,,,09-08
2023-09-08,Uganda,0.0382407,,,09-08
2023-09-08,Ukraine,0.08668935,0.1029333333333333,income,09-08
2023-09-08,United Arab Emirates,0.1845542,0.1029333333333333,income,09-08
2023-09-08,United Kingdom,1.29019835,1.2352,income,09-08
2023-09-08,United States,12.73456847250567,8.197224583333334,income,09-08
2023-09-08,Uruguay,101.46817605284863,12.978863333333337,income,09-08
2023-09-08,Vanuatu,0.08686986666666667,,,09-08
2023-09-08,Venezuela,66.37312085449547,5.00629125,income,09-08
2023-09-08,Viet Nam,0.076224,,,09-08
2023-09-08,Virgin Islands,0.24950226666666667,,,09-08
2023-09-08,Yemen,0.29395335,,,09-08
2023-09-08,Zimbabwe,0.6692691666666667,,,09-08
2023-09-09,Afghanistan,0.6228882587301586,0.1309825,income,09-09
2023-09-09,Algeria,0.15032956666666666,,,09-09
2023-09-09,Andorra,0.06503756666666667,0.1029333333333333,income,09-09
2023-09-09,Angola,0.1915614333333333,0.1029333333333333,income,09-09
2023-09-09,Argentina,296.0583254063359,235.3587104166667,income,09-09
2023-09-09,Aruba,0.04373778333333333,,,09-09
2023-09-09,Australia,0.8765038,0.3087999999999999,income,09-09
2023-09-09,Austria,0.08693205000000001,0.1029333333333333,income,09-09
2023-09-09,Azerbaijan,0.17695906666666666,,,09-09
2023-09-09,Belgium,0.032753783333333335,0.1029333333333333,income,09-09
2023-09-09,Belize,0.17383407709750567,,,09-09
2023-09-09,Benin,0.31343745,,,09-09
2023-09-09,Bolivia,9.445327789753401,1.1322666666666668,income,09-09
2023-09-09,Brazil,14.829311386238663,9.469866666666665,income,09-09
2023-09-09,Bulgaria,0.12207696666666668,,,09-09
2023-09-09,Burkina Faso,0.48937026666666666,,,09-09
2023-09-09,Cameroon,0.39134005,0.1029333333333333,income,09-09
2023-09-09,Canada,0.3488885666666667,0.8234666666666667,income,09-09
2023-09-09,Cayman Islands,0.047125349999999996,,,09-09
2023-09-09,Central African Republic,0.039821999999999996,,,09-09
2023-09-09,Chad,0.11876935,,,09-09
2023-09-09,Chile,76.17026336917517,36.41961416666668,income,09-09
2023-09-09,China,0.06346178333333333,0.1029333333333333,income,09-09
2023-09-09,Colombia,26.47607731965703,12.520424583333332,income,09-09
2023-09-09,Congo,1.517036432312925,0.0,income,09-09
2023-09-09,Costa Rica,10.714605110544218,1.6469333333333331,income,09-09
2023-09-09,Cuba,0.41915074999999996,0.1684245833333333,income,09-09
2023-09-09,Curaçao,0.1428567,0.0,income,09-09
2023-09-09,Côte d'Ivoire,0.5996997166666667,0.1684245833333333,income,09-09
2023-09-09,Denmark,0.26463431666666665,0.1029333333333333,income,09-09
2023-09-09,Dominican Republic,6.394492148979592,0.9264,income,09-09
2023-09-09,Ecuador,17.8641370654195,1.1977579166666668,income,09-09
2023-09-09,Egypt,1.5867989666666666,,,09-09
2023-09-09,El Salvador,4.513993724064625,0.9264,income,09-09
2023-09-09,Equatorial Guinea,0.07568269999999999,,,09-09
2023-09-09,Error: ,4.248854857979024,3.668028333333334,income,09-09
2023-09-09,Error: 'NoneType' object has no attribute 'name',0.017691566666666665,,,09-09
2023-09-09,Error: (0) Could not interpret numbers after plus-sign.,0.39550943140589573,0.6175999999999999,income,09-09
2023-09-09,Falkland Islands (Malvinas),0.05141735,,,09-09
2023-09-09,Faroe Islands,0.06931113333333333,,,09-09
2023-09-09,Fiji,0.03183186666666667,,,09-09
2023-09-09,Finland,0.034689783333333335,,,09-09
2023-09-09,France,2.8691383153061225,0.37429125,income,09-09
2023-09-09,French Guiana,0.045467999999999995,,,09-09
2023-09-09,French Polynesia,0.11580605000000001,,,09-09
2023-09-09,Gabon,0.2897908598639456,,,09-09
2023-09-09,Georgia,0.031,,,09-09
2023-09-09,Germany,2.6941501833333334,0.2058666666666666,income,09-09
2023-09-09,Ghana,0.040076,,,09-09
2023-09-09,Greece,0.13809141666666666,,,09-09
2023-09-09,Guatemala,3.7992739166666665,0.3088,income,09-09
2023-09-09,Guyana,0.0446887,,,09-09
2023-09-09,Haiti,0.4818697833333333,,,09-09
2023-09-09,Honduras,4.109779734991497,0.2058666666666666,income,09-09
2023-09-09,Hungary,0.08939891666666668,,,09-09
2023-09-09,India,1.7918570041383222,,,09-09
2023-09-09,Indonesia,2.812882145833333,0.4117333333333333,income,09-09
2023-09-09,Iran,0.07649491666666666,0.06549125,income,09-09
2023-09-09,Ireland,0.04434383333333333,,,09-09
2023-09-09,Israel,2.011152275963719,1.1977579166666663,income,09-09
2023-09-09,Italy,2.8663107833333332,0.7860245833333332,income,09-09
2023-09-09,Jamaica,0.0423,,,09-09
2023-09-09,Japan,0.02375335,,,09-09
2023-09-09,Jordan,0.024530533333333333,0.0,income,09-09
2023-09-09,Kazakhstan,0.06342778333333333,,,09-09
2023-09-09,Korea,0.07717075,,,09-09
2023-09-09,Kuwait,0.027019783333333332,,,09-09
2023-09-09,Latvia,0.033637487528344674,,,09-09
2023-09-09,Libya,0.037038,,,09-09
2023-09-09,Liechtenstein,0.039411350000000005,,,09-09
2023-09-09,Lithuania,0.03494013333333333,,,09-09
2023-09-09,Luxembourg,0.031467350000000005,0.06549125,income,09-09
2023-09-09,Macao,0.043328000000000005,,,09-09
2023-09-09,Madagascar,0.1320853842403628,,,09-09
2023-09-09,Malaysia,1.3379743859552156,0.3368491666666667,income,09-09
2023-09-09,Mali,0.12751518333333334,,,09-09
2023-09-09,Malta,0.06922655,0.1029333333333333,income,09-09
2023-09-09,Marshall Islands,0.0255507,,,09-09
2023-09-09,Martinique,0.047241566666666665,,,09-09
2023-09-09,Mexico,17.206195649774582,10.658231666666667,income,09-09
2023-09-09,Montenegro,0.03367178333333333,,,09-09
2023-09-09,Morocco,171.96215690208334,0.2058666666666666,income,09-09
2023-09-09,Mozambique,0.0502807,0.0,income,09-09
2023-09-09,Myanmar,0.17220113333333334,0.1029333333333333,income,09-09
2023-09-09,Nepal,0.051069783333333334,,,09-09
2023-09-09,Netherlands,0.8371848,0.0,income,09-09
2023-09-09,New Zealand,0.3917459166666667,0.2058666666666666,income,09-09
2023-09-09,Nicaragua,2.692385981164966,0.0,income,09-09
2023-09-09,Niger,0.049348,0.1029333333333333,income,09-09
2023-09-09,Nigeria,0.24498496666666666,,,09-09
2023-09-09,Norfolk Island,0.03246335,,,09-09
2023-09-09,Norway,0.17509761666666668,,,09-09
2023-09-09,Pakistan,0.16504704375,,,09-09
2023-09-09,Panama,6.953297583333333,1.9837825,income,09-09
2023-09-09,Paraguay,28.984125689526643,4.660049166666667,income,09-09
2023-09-09,Peru,11.778447502572279,3.256424583333334,income,09-09
2023-09-09,Philippines,0.37321104909297054,0.1029333333333333,income,09-09
2023-09-09,Poland,0.08872826666666668,0.1029333333333333,income,09-09
2023-09-09,Portugal,0.5004816666666667,0.1029333333333333,income,09-09
2023-09-09,Puerto Rico,0.3642069145833333,0.1029333333333333,income,09-09
2023-09-09,Qatar,0.08905248333333333,0.0,income,09-09
2023-09-09,Romania,0.1682927,0.1029333333333333,income,09-09
2023-09-09,Russian Federation,0.4477379666666667,0.1684245833333333,income,09-09
2023-09-09,Saudi Arabia,0.06181935,0.1029333333333333,income,09-09
2023-09-09,Senegal,0.1180247,,,09-09
2023-09-09,Serbia,0.032908,,,09-09
2023-09-09,Singapore,0.4247515992063492,0.1029333333333333,income,09-09
2023-09-09,Solomon Islands,0.04859578333333334,,,09-09
2023-09-09,Somalia,0.03938735,,,09-09
2023-09-09,South Africa,0.4421202801587302,0.5146666666666667,income,09-09
2023-09-09,Spain,46.99456359645692,7.832196666666668,income,09-09
2023-09-09,Sri Lanka,0.03148935,,,09-09
2023-09-09,Sudan,0.0726,,,09-09
2023-09-09,Suriname,0.04443681632653061,,,09-09
2023-09-09,Sweden,0.12053431349206349,0.1684245833333333,income,09-09
2023-09-09,Switzerland,0.16537081666666667,0.4772245833333333,income,09-09
2023-09-09,Taiwan,0.04824135,,,09-09
2023-09-09,Tajikistan,0.031,,,09-09
2023-09-09,Thailand,0.05102778333333333,,,09-09
2023-09-09,Togo,0.7574598833333334,,,09-09
2023-09-09,Trinidad and Tobago,0.21186366666666667,,,09-09
2023-09-09,Tunisia,0.07429335,,,09-09
2023-09-09,Uganda,0.041393349999999995,,,09-09
2023-09-09,United Arab Emirates,0.15455685,0.1029333333333333,income,09-09
2023-09-09,United Kingdom,0.6566178500000001,1.2352,income,09-09
2023-09-09,United States,6.207879589795918,8.300157916666667,income,09-09
2023-09-09,Uruguay,52.52798500600907,13.08179666666667,income,09-09
2023-09-09,Venezuela,53.04229498905896,5.00629125,income,09-09
2023-09-09,Viet Nam,0.045541566666666665,,,09-09
2023-09-09,Yemen,0.11669578333333333,,,09-09
2023-09-09,Zimbabwe,0.5812196182539682,,,09-09
2023-09-10,Afghanistan,0.17555023333333333,0.1309825,income,09-10
2023-09-10,Algeria,0.08978735,,,09-10
2023-09-10,Andorra,0.10654135,0.1029333333333333,income,09-10
2023-09-10,Angola,0.31481041666666665,0.1029333333333333,income,09-10
2023-09-10,Anguilla,0.09711986666666667,,,09-10
2023-09-10,Argentina,240.1487720020948,236.4720616666667,income,09-10
2023-09-10,Australia,0.88668215,0.3087999999999999,income,09-10
2023-09-10,Austria,0.0374747,0.1029333333333333,income,09-10
2023-09-10,Azerbaijan,0.050926,,,09-10
2023-09-10,Bahrain,0.039029350000000004,,,09-10
2023-09-10,Belgium,0.09910913333333335,0.1029333333333333,income,09-10
2023-09-10,Belize,0.0423,,,09-10
2023-09-10,Benin,0.47242036666666665,,,09-10
2023-09-10,Bolivia,8.358919995804989,1.1322666666666668,income,09-10
2023-09-10,Botswana,0.045744,,,09-10
2023-09-10,Brazil,17.675487076431406,9.572799999999996,income,09-10
2023-09-10,Bulgaria,0.052660700000000005,,,09-10
2023-09-10,Burkina Faso,0.5405561451247165,,,09-10
2023-09-10,Cameroon,0.45575005,0.1029333333333333,income,09-10
2023-09-10,Canada,0.889151230952381,0.8234666666666667,income,09-10
2023-09-10,Central African Republic,0.036978,,,09-10
2023-09-10,Chad,0.07533913333333334,,,09-10
2023-09-10,Chile,64.54645549080925,37.14014750000001,income,09-10
2023-09-10,China,0.08221018333333333,0.1029333333333333,income,09-10
2023-09-10,Colombia,21.615217252366783,12.623357916666665,income,09-10
2023-09-10,Congo,2.0374704699829933,0.0,income,09-10
2023-09-10,Costa Rica,8.395045866666667,1.6469333333333331,income,09-10
2023-09-10,Cuba,0.3710325333333333,0.1684245833333333,income,09-10
2023-09-10,Curaçao,0.05057091666666667,0.0,income,09-10
2023-09-10,Czechia,0.08631313333333335,,,09-10
2023-09-10,Côte d'Ivoire,0.4867165333333333,0.1684245833333333,income,09-10
2023-09-10,Denmark,0.10306156666666666,0.1029333333333333,income,09-10
2023-09-10,Djibouti,0.038328,,,09-10
2023-09-10,Dominican Republic,6.045891400680271,0.9264,income,09-10
2023-09-10,Ecuador,15.271724423582764,1.1977579166666668,income,09-10
2023-09-10,Egypt,1.20918972845805,,,09-10
2023-09-10,El Salvador,4.7872766293650795,0.9264,income,09-10
2023-09-10,Equatorial Guinea,0.11820513333333334,,,09-10
2023-09-10,Error: ,3.421110380952381,3.770961666666667,income,09-10
2023-09-10,Error: 'NoneType' object has no attribute 'name',0.04996715416666667,,,09-10
2023-09-10,Error: (0) Could not interpret numbers after plus-sign.,0.0458972,0.6175999999999999,income,09-10
2023-09-10,Eswatini,0.04236706666666667,,,09-10
2023-09-10,Ethiopia,0.13524491666666666,,,09-10
2023-09-10,Fiji,0.09266896666666666,,,09-10
2023-09-10,France,2.772275466666667,0.37429125,income,09-10
2023-09-10,French Guiana,0.24181913333333332,,,09-10
2023-09-10,Gabon,0.39120496462585036,,,09-10
2023-09-10,Germany,2.6687647833333337,0.2058666666666666,income,09-10
2023-09-10,Ghana,0.03954,,,09-10
2023-09-10,Greece,0.07264826666666667,,,09-10
2023-09-10,Guatemala,3.442716575170068,0.3088,income,09-10
2023-09-10,Guyana,0.0868645260770975,,,09-10
2023-09-10,Haiti,0.39104691666666663,,,09-10
2023-09-10,Honduras,3.7510870202947846,0.2058666666666666,income,09-10
2023-09-10,Hong Kong,0.06452586666666667,,,09-10
2023-09-10,Hungary,0.0708510007936508,,,09-10
2023-09-10,India,0.9209425036989796,,,09-10
2023-09-10,Indonesia,1.5297974,0.4117333333333333,income,09-10
2023-09-10,Ireland,0.059273833333333324,,,09-10
2023-09-10,Israel,3.27703443276644,1.30069125,income,09-10
2023-09-10,Italy,2.3979302710884354,0.7860245833333332,income,09-10
2023-09-10,Japan,0.07179495011337869,,,09-10
2023-09-10,Kazakhstan,0.13874345,,,09-10
2023-09-10,Korea,0.03073778333333333,,,09-10
2023-09-10,Kuwait,0.02455135,,,09-10
2023-09-10,Kyrgyzstan,0.03470535,,,09-10
2023-09-10,Liechtenstein,0.039411350000000005,,,09-10
2023-09-10,Luxembourg,0.052929133333333336,0.06549125,income,09-10
2023-09-10,Malaysia,0.8824030156462586,0.3368491666666667,income,09-10
2023-09-10,Mali,0.14845778333333332,,,09-10
2023-09-10,Malta,0.03308378333333333,0.1029333333333333,income,09-10
2023-09-10,Mauritania,0.0363,,,09-10
2023-09-10,Mexico,16.347081829804424,10.967031666666667,income,09-10
2023-09-10,Micronesia,0.033658,,,09-10
2023-09-10,Monaco,0.024791783333333334,,,09-10
2023-09-10,Morocco,187.93017293367348,0.2058666666666666,income,09-10
2023-09-10,Mozambique,0.18233151666666667,0.0,income,09-10
2023-09-10,Myanmar,0.1582155666666667,0.1029333333333333,income,09-10
2023-09-10,Nepal,0.03137178333333333,,,09-10
2023-09-10,Netherlands,0.7390970717687074,0.0,income,09-10
2023-09-10,New Zealand,0.3025067166666667,0.3088,income,09-10
2023-09-10,Nicaragua,2.568531133333333,0.0,income,09-10
2023-09-10,Niger,0.06931756666666666,0.1029333333333333,income,09-10
2023-09-10,Nigeria,0.30719378333333336,,,09-10
2023-09-10,Oman,0.047792916666666664,,,09-10
2023-09-10,Pakistan,0.21208640123299322,,,09-10
2023-09-10,Panama,6.1817101,1.9837825,income,09-10
2023-09-10,Paraguay,19.600713594583333,4.660049166666667,income,09-10
2023-09-10,Peru,11.281224388747166,3.359357916666668,income,09-10
2023-09-10,Philippines,0.2668861,0.1029333333333333,income,09-10
2023-09-10,Poland,0.11494491666666667,0.1029333333333333,income,09-10
2023-09-10,Portugal,0.32897718333333337,0.1029333333333333,income,09-10
2023-09-10,Puerto Rico,0.3483901,0.1029333333333333,income,09-10
2023-09-10,Qatar,0.05238335,0.0,income,09-10
2023-09-10,Romania,0.17783648333333332,0.1029333333333333,income,09-10
2023-09-10,Russian Federation,0.28464058333333336,0.1684245833333333,income,09-10
2023-09-10,Samoa,0.039716,,,09-10
2023-09-10,Saudi Arabia,0.21352701666666668,0.1029333333333333,income,09-10
2023-09-10,Senegal,0.0363,,,09-10
2023-09-10,Singapore,0.3660217283446712,0.1029333333333333,income,09-10
2023-09-10,Solomon Islands,0.0345367,,,09-10
2023-09-10,South Africa,0.2655678692743764,0.5146666666666667,income,09-10
2023-09-10,South Sudan,0.03762778333333333,,,09-10
2023-09-10,Spain,39.752767484084465,7.935130000000002,income,09-10
2023-09-10,Sudan,0.27488405,,,09-10
2023-09-10,Sweden,0.1090889,0.1684245833333333,income,09-10
2023-09-10,Switzerland,0.21303306666666666,0.4772245833333333,income,09-10
2023-09-10,Taiwan,0.07857648333333334,,,09-10
2023-09-10,Thailand,0.17692858333333333,,,09-10
2023-09-10,Togo,0.45851605,,,09-10
2023-09-10,Trinidad and Tobago,0.09091426666666666,,,09-10
2023-09-10,Tunisia,0.0363,,,09-10
2023-09-10,Turkey,0.07134768333333334,,,09-10
2023-09-10,Turks and Caicos Islands,0.043238,,,09-10
2023-09-10,Tuvalu,0.05135405,,,09-10
2023-09-10,Uganda,0.036906,,,09-10
2023-09-10,Ukraine,0.03156135,0.1029333333333333,income,09-10
2023-09-10,United Arab Emirates,0.13208738333333334,0.1029333333333333,income,09-10
2023-09-10,United Kingdom,1.2117842,1.3381333333333334,income,09-10
2023-09-10,United States,8.500987870975056,8.300157916666667,income,09-10
2023-09-10,Uruguay,41.647271347463146,13.287663333333336,income,09-10
2023-09-10,Venezuela,43.10584203465136,5.109224583333334,income,09-10
2023-09-10,Yemen,0.27430335,,,09-10
2023-09-10,Zambia,0.0363,,,09-10
2023-09-10,Zimbabwe,0.2677843166666667,,,09-10
2023-09-11,Afghanistan,0.14087205,0.1309825,income,09-11
2023-09-11,Algeria,0.2890902253968254,,,09-11
2023-09-11,Andorra,0.11143496666666666,0.1029333333333333,income,09-11
2023-09-11,Angola,0.25784271065759634,0.2058666666666666,income,09-11
2023-09-11,Argentina,463.8239642803244,238.50229041666668,income,09-11
2023-09-11,Aruba,0.05328805,,,09-11
2023-09-11,Australia,1.12254325,0.3087999999999999,income,09-11
2023-09-11,Austria,0.04405535000000001,0.1029333333333333,income,09-11
2023-09-11,Azerbaijan,0.10063706666666666,,,09-11
2023-09-11,Bahamas,0.04432778333333333,,,09-11
2023-09-11,Bahrain,0.0218,,,09-11
2023-09-11,Belgium,0.09213248333333335,0.1029333333333333,income,09-11
2023-09-11,Belize,0.04783378333333333,,,09-11
2023-09-11,Benin,0.55896475,,,09-11
2023-09-11,Bolivia,12.908278342006803,1.1322666666666668,income,09-11
2023-09-11,Bonaire,0.13898604999999997,,,09-11
2023-09-11,Brazil,29.933211550666098,9.881599999999995,income,09-11
2023-09-11,British Indian Ocean Territory,0.03622935,,,09-11
2023-09-11,Bulgaria,0.04477735,,,09-11
2023-09-11,Burkina Faso,0.11408383333333333,,,09-11
2023-09-11,Cameroon,0.5060511833333333,0.1029333333333333,income,09-11
2023-09-11,Canada,1.0100096765306124,0.8234666666666667,income,09-11
2023-09-11,Cayman Islands,0.04797,,,09-11
2023-09-11,Chad,0.050616,,,09-11
2023-09-11,Chile,135.23377155063295,37.757747500000015,income,09-11
2023-09-11,China,0.2747578291666667,0.1029333333333333,income,09-11
2023-09-11,Colombia,45.5512392494331,12.829224583333332,income,09-11
2023-09-11,Congo,1.9368605176870748,0.0,income,09-11
2023-09-11,Costa Rica,15.911991533786846,1.7498666666666665,income,09-11
2023-09-11,Croatia,0.0652747,,,09-11
2023-09-11,Cuba,0.5009433769132653,0.1684245833333333,income,09-11
2023-09-11,Czechia,0.03781578333333334,,,09-11
2023-09-11,Côte d'Ivoire,0.6575956666666667,0.1684245833333333,income,09-11
2023-09-11,Denmark,0.15070518333333333,0.1029333333333333,income,09-11
2023-09-11,Dominican Republic,8.210463230385487,0.9264,income,09-11
2023-09-11,Ecuador,24.75841417253401,1.4036245833333334,income,09-11
2023-09-11,Egypt,1.908352136621315,,,09-11
2023-09-11,El Salvador,3.9360970719104307,0.9264,income,09-11
2023-09-11,Equatorial Guinea,0.20801804999999998,,,09-11
2023-09-11,Error: ,6.337136915215987,3.770961666666667,income,09-11
2023-09-11,Error: 'NoneType' object has no attribute 'name',0.06343235,,,09-11
2023-09-11,Error: (0) Could not interpret numbers after plus-sign.,0.4179596709750567,0.6175999999999999,income,09-11
2023-09-11,Eswatini,0.03791693333333333,,,09-11
2023-09-11,Ethiopia,0.09197356666666667,,,09-11
2023-09-11,Falkland Islands (Malvinas),0.055122,,,09-11
2023-09-11,Fiji,0.10658134999999999,,,09-11
2023-09-11,Finland,0.0846188,,,09-11
2023-09-11,France,2.4006698162131523,0.37429125,income,09-11
2023-09-11,Gabon,0.32656071666666664,,,09-11
2023-09-11,Georgia,0.03812935,,,09-11
2023-09-11,Germany,2.306103916666667,0.2058666666666666,income,09-11
2023-09-11,Ghana,0.07747378333333334,,,09-11
2023-09-11,Greece,0.06793228333333333,,,09-11
2023-09-11,Guam,0.050243350000000006,,,09-11
2023-09-11,Guatemala,4.04468825,0.3088,income,09-11
2023-09-11,Guinea,0.08567956666666666,,,09-11
2023-09-11,Guyana,0.11010978333333332,,,09-11
2023-09-11,Haiti,0.15557964999999999,,,09-11
2023-09-11,Honduras,5.44387525728458,0.2058666666666666,income,09-11
2023-09-11,Hungary,0.09404583333333334,,,09-11
2023-09-11,India,0.6975236199546485,,,09-11
2023-09-11,Indonesia,2.410987325,0.4117333333333333,income,09-11
2023-09-11,Iran,0.04633313333333333,0.06549125,income,09-11
2023-09-11,Iraq,0.02948,,,09-11
2023-09-11,Ireland,0.24512675,,,09-11
2023-09-11,Israel,2.4526920580498865,1.30069125,income,09-11
2023-09-11,Italy,5.205800614512472,0.7860245833333332,income,09-11
2023-09-11,Jamaica,0.09458288333333333,,,09-11
2023-09-11,Japan,0.24199384897959186,,,09-11
2023-09-11,Jordan,0.0247716,0.0,income,09-11
2023-09-11,Kazakhstan,0.2360989,,,09-11
2023-09-11,Korea,0.08824713333333334,,,09-11
2023-09-11,Kuwait,0.02444535,,,09-11
